effect,authors,year,experiment,study,article,age,skill,task,trials,days,freqgrps,frgrn,frequency,pub,bandwidth,bprime,faded,yoked,otherrfb,feedback,measure,primary,match,measure-other,irinterval,drinterval,time,n100,n2,mean100,sd100,se100,mean2,sd2,se2,F,t,af,r,q,p,favours,calsd100,calsd2,missing,g_msd,var_g_msd,g_fv,var.g_fv,g_tv,var_g_tv,g_pv,var_g_pv,g_ses,var_g_ses,g_afes,var_g_afes,g_raw,var,g
247,Sidaway et al.,2008,1,44,34,Adult,Novice,Stable-constant,120,1,No,,33,Yes,No,No,No,No,,CE,ACE,Yes,FALSE,,10,1,DelayRet,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
386,Sparrow,1995,3,47,35,Adult,Novice,Stable-variable,97,1,Yes,2,50,Yes,No,No,No,No,,CE,AE,Yes,FALSE,,2,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
388,Sparrow,1995,3,47,35,Adult,Novice,Stable-variable,97,1,Yes,2,50,Yes,No,No,No,No,,CE,AE,Yes,FALSE,,2,1,ImmRet,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Sparrow,1995,3,47,35,Adult,Novice,Stable-variable,97,1,Yes,2,50,Yes,No,No,No,No,,CE,AE,Yes,FALSE,,2,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
350,Sparrow,1995,1,45,35,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,every 5th,CE,AE,Yes,FALSE,,2,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
352,Sparrow,1995,1,45,35,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,every 5th,CE,AE,Yes,FALSE,,2,1,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
354,Sparrow,1995,1,45,35,Adult,Novice,Stable-variable,100,1,No,,20,Yes,No,No,No,No,every 5th,CE,AE,Yes,FALSE,,2,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
374,Sparrow,1995,2,46,35,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,No,every 5th trial,CE,AE,Yes,FALSE,,2,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
376,Sparrow,1995,2,46,35,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,No,every 5th trial,CE,AE,Yes,FALSE,,2,1,ImmRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
378,Sparrow,1995,2,46,35,Adult,Novice,Stable-variable,101,1,No,,20,Yes,No,No,No,No,every 5th trial,CE,AE,Yes,FALSE,,2,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
181,Sparrow & Summers,1992,1,48,36,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,AE,Yes,FALSE,,2,1,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
182,Sparrow & Summers,1992,1,48,36,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,AE,Yes,FALSE,,2,1,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
183,Sparrow & Summers,1992,1,48,36,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,AE,Yes,FALSE,,2,1,DelayRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
208,Sparrow & Summers,1992,2,49,36,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,AE,Yes,TRUE,,2,1,Acquisition,13,13,32.53,,,40.61,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
209,Sparrow & Summers,1992,2,49,36,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,AE,Yes,TRUE,,2,1,ImmRet,13,13,29.92,,,38.51,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
210,Sparrow & Summers,1992,2,49,36,Adult,Novice,Stable-constant,100,1,Yes,3,10,Yes,No,No,No,No,,Other-precise,AE,Yes,TRUE,,2,1,DelayRet,13,13,45.9,,,39.58,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
5,Steinhauer & Grayhack,2000,1,50,37,Adult,Novice,Stable-constant,40,1,No,,50,Yes,No,No,No,No,,CE,ACE,Yes,TRUE,,5,1,Transfer,10,10,25.2,16.82,,12.2,5.64,,,,,,,,Reduced,,,,0.99,0.21,,,,,,,,,,,0.99,0.21,0.99
1,Steinhauer & Grayhack,2000,1,50,37,Adult,Novice,Stable-constant,40,1,No,,50,Yes,No,No,No,No,,CE,ACE,Yes,TRUE,,5,1,Acquisition,10,10,14.08,15.18,,4.96,4.09,,,,,,,,Reduced,,,,0.79,0.2,,,,,,,,,,,0.79,0.2,0.79
3,Steinhauer & Grayhack,2000,1,50,37,Adult,Novice,Stable-constant,40,1,No,,50,Yes,No,No,No,No,,CE,ACE,Yes,TRUE,,5,1,ImmRet,10,10,8.61,6.58,,5.63,4.15,,,,,,,,Reduced,,,,0.52,0.19,,,,,,,,,,,0.52,0.19,0.52
406,"Sullivan, Kantak & Burtner",2008,1,51,38,Adult,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,Other-precise,RMSE,Yes,TRUE,,,1,DelayRet,10,10,14.51,4.5,,12.65,3.9,,,,,,,,Reduced,,,Yes,0.42,0.19,,,,,,,,,,,0.42,0.19,0.42
404,"Sullivan, Kantak & Burtner",2008,1,51,38,Adult,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,Other-precise,RMSE,Yes,TRUE,,,1,Acquisition,10,10,12.19,3.4,,11.6,3.7,,,,,,,,Reduced,,,Yes,0.16,0.18,,,,,,,,,,,0.16,0.18,0.16
408,"Sullivan, Kantak & Burtner",2008,2,52,38,Child,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,Other-precise,RMSE,Yes,TRUE,,,1,Acquisition,10,10,15.55,2.8,,18.33,5.6,,,,,,,,100,,,Yes,-0.6,0.19,,,,,,,,,,,-0.6,0.19,-0.6
410,"Sullivan, Kantak & Burtner",2008,2,52,38,Child,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,Other-precise,RMSE,Yes,TRUE,,,1,DelayRet,10,10,13.23,3.8,,19.48,6.4,,,,,,,,100,,,Yes,-1.14,0.22,,,,,,,,,,,-1.14,0.22,-1.14
75,Vander Linden et al. ,1993,1,53,39,Adult,Novice,Stable-constant,100,1,No,,50,Yes,No,No,No,No,,Other-precise,RMSE,Yes,TRUE,,5,2,Acquisition,8,8,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
76,Vander Linden et al. ,1993,1,53,39,Adult,Novice,Stable-constant,100,1,No,,50,Yes,No,No,No,No,,Other-precise,RMSE,Yes,TRUE,,5,2,ImmRet,8,8,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
77,Vander Linden et al. ,1993,1,53,39,Adult,Novice,Stable-constant,100,1,No,,50,Yes,No,No,No,No,,Other-precise,RMSE,Yes,TRUE,,5,2,DelayRet,8,8,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
125,Weeks & Kordus,1998,1,54,40,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,,Form,FORM,Yes,FALSE,,3,1,DelayRet,17,17,3.67,0.82,,5.01,0.68,,,,,,,,Reduced,,,,-1.74,0.16,,,,,,,,,,,-1.74,0.16,1.74
123,Weeks & Kordus,1998,1,54,40,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,,Form,FORM,Yes,FALSE,,3,1,ImmRet,17,17,4.11,0.75,,5.13,0.71,,,,,,,,Reduced,,,,-1.36,0.14,,,,,,,,,,,-1.36,0.14,1.36
127,Weeks & Kordus,1998,1,54,40,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,,Form,FORM,Yes,FALSE,,3,1,Transfer,17,17,4.22,1.05,,5.38,0.83,,,,,,,,Reduced,,,,-1.2,0.13,,,,,,,,,,,-1.2,0.13,1.2
121,Weeks & Kordus,1998,1,54,40,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,,Form,FORM,Yes,FALSE,,3,1,Acquisition,17,17,4.37,0.62,,4.99,0.56,,,,,,,,Reduced,,,,-1.02,0.13,,,,,,,,,,,-1.02,0.13,1.02
43,Williams ,1992,1,55,41,Adult,Novice,Stable-constant,5,1,Yes,2,20,No,No,No,No,No,,Other-qual,ACE,Yes,TRUE,,10,2,Acquisition,12,12,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
45,Williams ,1992,1,55,41,Adult,Novice,Stable-constant,5,1,Yes,2,20,No,No,No,No,No,,Other-qual,ACE,Yes,TRUE,,10,2,ImmRet,12,12,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
47,Williams ,1992,1,55,41,Adult,Novice,Stable-constant,5,1,Yes,2,20,No,No,No,No,No,,Other-qual,ACE,Yes,TRUE,,10,2,DelayRet,12,12,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
135,Winstein & Schmidt,1990,3,58,42,Adult,Novice,Stable-constant,192,2,No,,50,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,,1,DelayRet,23,23,,,,,,,6.56,,,,,,Reduced,,,,,,0.74,0.09,,,,,,,,,0.74,0.09,0.74
133,Winstein & Schmidt,1990,2,57,42,Adult,Novice,Stable-constant,192,2,No,,50,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,,1,DelayRet,29,29,,,,,,,6.24,,,,,,Reduced,,,,,,0.65,0.07,,,,,,,,,0.65,0.07,0.65
130,Winstein & Schmidt,1990,1,56,42,Adult,Novice,Stable-constant,198,2,No,,33,Yes,No,No,No,No,,RMSE,RMSE,Yes,TRUE,,10,,ImmRet,17,17,9.16,2.23,,8.51,1.95,,,,,,,,Reduced,,,,0.3,0.11,,,,,,,,,,,0.3,0.11,0.3
129,Winstein & Schmidt,1990,1,56,42,Adult,Novice,Stable-constant,198,2,No,,33,Yes,No,No,No,No,,RMSE,RMSE,Yes,TRUE,,10,,Acquisition,68,68,,,,,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
131,Winstein & Schmidt,1990,2,57,42,Adult,Novice,Stable-constant,192,2,No,,50,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,5,,Acquisition,29,29,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
132,Winstein & Schmidt,1990,2,57,42,Adult,Novice,Stable-constant,192,2,No,,50,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,5,,ImmRet,29,29,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
134,Winstein & Schmidt,1990,3,58,42,Adult,Novice,Stable-constant,192,2,No,,50,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,,1,Acquisition,23,23,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
63,Wishart & Lee,1997,1,59,43,Adult,Novice,Stable-constant,90,1,No,,66,Yes,No,No,Yes,No,,CE,ACE,Yes,FALSE,,30,,Acquisition,12,12,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
65,Wishart & Lee,1997,1,59,43,Adult,Novice,Stable-constant,90,1,No,,66,Yes,No,No,Yes,No,,CE,ACE,Yes,FALSE,,30,,ImmRet,12,12,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
67,Wishart & Lee,1997,2,60,43,Older,Novice,Stable-constant,90,1,No,,66,Yes,No,No,Yes,No,,CE,ACE,Yes,FALSE,,30,,Acquisition,12,12,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
69,Wishart & Lee,1997,2,60,43,Older,Novice,Stable-constant,90,1,No,,66,Yes,No,No,Yes,No,,CE,ACE,Yes,FALSE,,30,,ImmRet,12,12,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
269,Wrisberg & Wulf,1997,1,61,44,Adult,Novice,Stable-constant,90,1,No,,67,Yes,No,No,No,No,,RMSE,RMSE,Yes,TRUE,,,1,Acquisition,20,20,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
271,Wrisberg & Wulf,1997,1,61,44,Adult,Novice,Stable-constant,90,1,No,,67,Yes,No,No,No,No,,RMSE,RMSE,Yes,TRUE,,,1,DelayRet,20,20,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
273,Wrisberg & Wulf,1997,1,61,44,Adult,Novice,Stable-constant,90,1,No,,67,Yes,No,No,No,No,,RMSE,RMSE,Yes,TRUE,,,1,Transfer,20,20,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
412,Wu et al.,2011,1,62,45,Adult,Novice,Stable-variable,192,1,No,,60,Yes,No,No,Yes,No,,Other-precise,ACE,Yes,TRUE,,10,1,Acquisition,41,41,2.61,,0.25,3.71,,0.4,,,,,,,100,1.600781059,2.561249695,,,,,,,,,,-0.51,0.05,,,-0.51,0.05,-0.51
415,Wu et al.,2011,1,62,45,Adult,Novice,Stable-variable,192,1,No,,60,Yes,No,No,Yes,No,,Other-precise,ACE,Yes,TRUE,,10,1,ImmRet,41,41,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
418,Wu et al.,2011,1,62,45,Adult,Novice,Stable-variable,192,1,No,,60,Yes,No,No,Yes,No,,Other-precise,ACE,Yes,TRUE,,10,1,DelayRet,41,41,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
421,Wu et al.,2011,1,62,45,Adult,Novice,Stable-variable,192,1,No,,60,Yes,No,No,Yes,No,,Other-precise,ACE,Yes,TRUE,,10,1,Transfer,41,41,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
103,Wulf & Schmidt,1989,1,63,46,Adult,Novice,Stable-constant,108,1,No,,67,Yes,No,No,Yes,No,,CE,REL time,Yes,TRUE,,,1,Transfer,13,13,,,,,,,5.21,,,,,,Reduced,,,,,,0.87,0.16,,,,,,,,,0.87,0.16,0.87
101,Wulf & Schmidt,1989,1,63,46,Adult,Novice,Stable-constant,108,1,No,,67,Yes,No,No,Yes,No,,CE,REL time,Yes,TRUE,,,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
455,"Wulf, Chiviacowsky, et al.",2010,1,64,47,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,int focus,Form,FORM,Yes,TRUE,,,1,Acquisition,12,12,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
456,"Wulf, Chiviacowsky, et al.",2010,1,64,47,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,int focus,Form,FORM,Yes,TRUE,,,1,ImmRet,12,12,5.61566906,0.777040708,,5.725393834,0.797591002,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.16,0.13
457,"Wulf, Chiviacowsky, et al.",2010,1,64,47,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,int focus,Form,FORM,Yes,TRUE,,,1,DelayRet,12,12,5.255733553,0.428257349,,5.473057869,0.483606779,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.16,0.46
459,"Wulf, Chiviacowsky, et al.",2010,1,64,47,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,int focus,Form,FORM,Yes,TRUE,,,1,Transfer,12,12,4.91477205,0.66347693,,5.17497674,0.645846651,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.16,0.38
461,"Wulf, Chiviacowsky, et al.",2010,2,65,47,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,ext focus,Form,FORM,Yes,TRUE,,,1,Acquisition,12,12,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
462,"Wulf, Chiviacowsky, et al.",2010,2,65,47,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,ext focus,Form,FORM,Yes,TRUE,,,1,ImmRet,12,12,6.112156166,0.604436161,,5.628599375,0.828953614,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.16,-0.64
463,"Wulf, Chiviacowsky, et al.",2010,2,65,47,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,ext focus,Form,FORM,Yes,TRUE,,,1,DelayRet,12,12,5.732272507,0.67704398,,5.432189406,0.604449934,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.16,-0.45
465,"Wulf, Chiviacowsky, et al.",2010,2,65,47,Child,Novice,Stable-constant,30,1,No,,33,Yes,No,No,No,No,ext focus,Form,FORM,Yes,TRUE,,,1,Transfer,12,12,5.836989368,0.811633243,,5.04636146,0.80816917,,,,,,,,,,,Yes,,,,,,,,,,,,,,0.17,-0.94
111,"Wulf, Lee, & Schmidt",1994,1,66,48,Adult,Novice,Stable-constant,108,1,No,,50,Yes,No,No,No,No,,REL time,REL time,Yes,TRUE,,5,1,Transfer,36,36,,,,,,,7.7,,,,,,Reduced,,,,,,0.65,0.06,,,,,,,,,0.65,0.06,0.65
109,"Wulf, Lee, & Schmidt",1994,1,66,48,Adult,Novice,Stable-constant,108,1,No,,50,Yes,No,No,No,No,,REL time,REL time,Yes,TRUE,,5,1,DelayRet,36,36,,,,,,,4.5,,,,,,Reduced,,,,,,0.49,0.06,,,,,,,,,0.49,0.06,0.49
107,"Wulf, Lee, & Schmidt",1994,1,66,48,Adult,Novice,Stable-constant,108,1,No,,50,Yes,No,No,No,No,,REL time,REL time,Yes,TRUE,,5,1,ImmRet,36,36,,,,,,,2.5,,,,,,Reduced,,,,,,0.37,0.06,,,,,,,,,0.37,0.06,0.37
105,"Wulf, Lee, & Schmidt",1994,1,66,48,Adult,Novice,Stable-constant,108,1,No,,50,Yes,No,No,No,No,,REL time,REL time,Yes,TRUE,,5,1,Acquisition,36,36,,,,,,,1.6,,,,,,Reduced,,,,,,0.29,0.05,,,,,,,,,0.29,0.05,0.29
119,"Wulf, Lee, & Schmidt",1994,2,67,48,Adult,Novice,Stable-constant,108,1,No,,50,Yes,No,No,No,No,,ABS time,ACE,Yes,TRUE,,5,1,Transfer,36,36,,,,,,,5.3,,,,,,100,,,,,,0.54,0.06,,,,,,,,,0.54,0.06,-0.54
113,"Wulf, Lee, & Schmidt",1994,2,67,48,Adult,Novice,Stable-constant,108,1,No,,50,Yes,No,No,No,No,,ABS time,ACE,Yes,TRUE,,5,1,Acquisition,36,36,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
115,"Wulf, Lee, & Schmidt",1994,2,67,48,Adult,Novice,Stable-constant,108,1,No,,50,Yes,No,No,No,No,,ABS time,ACE,Yes,TRUE,,5,1,ImmRet,36,36,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
117,"Wulf, Lee, & Schmidt",1994,2,67,48,Adult,Novice,Stable-constant,108,1,No,,50,Yes,No,No,No,No,,ABS time,ACE,Yes,TRUE,,5,1,DelayRet,36,36,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
467,"Wulf, McConnel, et al.",2002,2,68,49,Adult,Experienced,Stable-constant,30,1,No,,33,Yes,No,No,No,No,int focus,Form,AE,Yes,TRUE,Throwing Accuracy but did not state AE,,7,Acquisition,13,13,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
468,"Wulf, McConnel, et al.",2002,2,68,49,Adult,Experienced,Stable-constant,30,1,No,,33,Yes,No,No,No,No,int focus,Form,AE,Yes,TRUE,Throwing Accuracy but did not state AE,,7,DelayRet,13,13,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
469,"Wulf, McConnel, et al.",2002,2.5,69,49,Adult,Experienced,Stable-constant,30,1,No,,33,Yes,No,No,No,No,ext focus,Form,AE,Yes,TRUE,Throwing Accuracy but did not state AE,,7,Acquisition,13,13,,,,,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
470,"Wulf, McConnel, et al.",2002,2.5,69,49,Adult,Experienced,Stable-constant,30,1,No,,33,Yes,No,No,No,No,ext focus,Form,AE,Yes,TRUE,Throwing Accuracy but did not state AE,,7,DelayRet,13,13,,,,,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
476,"Wulf, Schmidt & Deubel",1993,1,70,50,Adult,Novice,Stable-variable,90,1,No,,63,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,,1,DelayRet,19,19,552,,,498,,,1.06,,,,,,Reduced,,,,,,0.33,0.1,,,,,,,,,0.33,0.1,0.33
481,"Wulf, Schmidt & Deubel",1993,1,70,50,Adult,Novice,Stable-variable,90,1,No,,63,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,,1,Transfer,19,19,545,,,606,,,1.02,,,,,,100,,,,,,0.32,0.1,,,,,,,,,0.32,0.1,-0.32
471,"Wulf, Schmidt & Deubel",1993,1,70,50,Adult,Novice,Stable-variable,90,1,No,,63,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,,1,Acquisition,19,19,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
486,"Wulf, Schmidt & Deubel",1993,2,71,50,Adult,Novice,Stable-variable,90,1,No,,63,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,,1,Acquisition,19,19,321,,,287.8,,,3.46,,,,,,Reduced,,,,,,0.59,0.11,,,,,,,,,0.59,0.11,0.59
491,"Wulf, Schmidt & Deubel",1993,2,71,50,Adult,Novice,Stable-variable,90,1,No,,63,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,FALSE,,,1,DelayRet,19,19,516,,,558,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
496,"Wulf, Schmidt & Deubel",1993,2,71,50,Adult,Novice,Stable-variable,90,1,No,,63,Yes,No,No,Yes,No,,RMSE,RMSE,Yes,TRUE,,,1,Transfer,19,19,420,,,429,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
501,Yamamoto et al.,2019,1,72,51,Adult,Experienced,In motion-constant,18,1,No,,50,Yes,No,No,No,No,high skilled,Other-qual,RMSE,Yes,TRUE,3 lights and sounds that correlated to their performance,,1,Acquisition,7,9,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
502,Yamamoto et al.,2019,1,72,51,Adult,Experienced,In motion-constant,18,1,No,,50,Yes,No,No,No,No,high skilled,Other-qual,RMSE,Yes,TRUE,4 lights and sounds that correlated to their performance,,1,DelayRet,7,9,11.4,4.4,,14,7.5,,,,,,,,100,,,yes,,,,,,,,,,,,,,0.23,-0.39
503,Yamamoto et al.,2019,2,73,51,Adult,Novice,In motion-constant,18,1,No,,50,Yes,No,No,No,No,low skilled,Other-qual,RMSE,Yes,TRUE,5 lights and sounds that correlated to their performance,,1,Acquisition,9,7,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
504,Yamamoto et al.,2019,2,73,51,Adult,Novice,In motion-constant,18,1,No,,50,Yes,No,No,No,No,low skilled,Other-qual,RMSE,Yes,TRUE,6 lights and sounds that correlated to their performance,,1,DelayRet,9,7,14.3,7.9,,19.5,8.9,,,,,,,,100,,,yes,,,,,,,,,,,,,,0.24,-0.59
140,Zamini et al.,2015,1,74,52,Child,Novice,Stable-constant,60,1,No,,50,Yes,No,No,No,No,,CE,AE,Yes,TRUE,Score,,1,DelayRet,7,7,56.82,4.35,,69.55,7.6,,,,,,,,Reduced,,,,-1.92,0.38,,,,,,,,,,,-1.92,0.38,1.92
139,Zamini et al.,2015,1,74,52,Child,Novice,Stable-constant,60,1,No,,50,Yes,No,No,No,No,"honestly the descriptions for fb and measure were very unclear. It appears the fb was only a direction although they may have also provided a score, and the score itself appears to be an average across trials",CE,AE,Yes,TRUE,Score,,1,Acquisition,7,7,,,,,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
334,Agethen and krause ,2016,1,,,Adult,Novice,Stable-constant,760,5,No,,,Yes,Yes,Yes,No,No,,CE,AE,No,FALSE,,,2,DelayRet,12,12,5.6923,3.56901,,5.7329,1.16,,,,,,,,100,,,Yes,-0.01,0.16,,,,,,,,,,,-0.01,0.16,-0.01
333,Agethen and krause ,2016,1,,,Adult,Novice,Stable-constant,760,5,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,,2,Acquisition,12,12,4.2743,0.56314,,4.395,0.86,,,,,,,,100,,,Yes,-0.16,0.16,,,,,,,,,,,-0.16,0.16,-0.16
335,Agethen and krause ,2016,1,,,Adult,Novice,Stable-constant,760,5,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,,2,DelayRet,12,12,3.2938,0.7066,,3.482,0.69,,,,,,,,100,,,Yes,-0.26,0.16,,,,,,,,,,,-0.26,0.16,-0.26
332,Agethen and krause ,2016,1,,,Adult,Novice,Stable-constant,760,5,No,,,Yes,Yes,Yes,No,No,feedback on movement time and the deviation from the movement reversals,CE,AE,No,FALSE,,,2,Acquisition,12,12,3.8367,0.76374,,4.4101,0.74,,,,,,,,100,,,Yes,-0.74,0.17,,,,,,,,,,,-0.74,0.17,-0.74
339,Agethen and krause ,2016,1,,,Adult,Novice,Stable-constant,760,5,No,,13.3,Yes,No,No,No,Yes,,CE,VE,No,TRUE,,,2,DelayRet,12,12,3.2938,0.7066,,3.6218,1.01,,,,,,,,100,,,Yes,-0.36,0.16,,,,,,,,,,,-0.36,0.16,-0.36
337,Agethen and krause ,2016,1,,,Adult,Novice,Stable-constant,760,5,No,,13.3,Yes,No,No,No,Yes,,CE,VE,No,TRUE,,,2,Acquisition,12,12,4.2743,0.56314,,5.2312,1.22,,,,,,,,100,,,Yes,-0.97,0.18,,,,,,,,,,,-0.97,0.18,-0.97
171,Albequerque et al,2014,1,,,Adult,Novice,Stable-constant,120,1,No,,50,Yes,No,No,No,No,,REL time,ABS time,No,TRUE,,,1,Transfer,10,10,665.975,353.9921,,483.2083,252.04,,,,,,,,Reduced,,,Yes,0.57,0.19,,,,,,,,,,,0.57,0.19,0.57
169,Albequerque et al,2014,1,,,Adult,Novice,Stable-constant,120,1,No,,50,Yes,No,No,No,No,,REL time,ABS time,No,TRUE,,,1,Acquisition,10,10,,,,,,,0.98,,,,,,Reduced,,,,,,0.42,0.19,,,,,,,,,0.42,0.19,0.42
170,Albequerque et al,2014,1,,,Adult,Novice,Stable-constant,120,1,No,,50,Yes,No,No,No,No,,REL time,ABS time,No,TRUE,,,1,DelayRet,10,10,317.7792,254.9131,,232.8604,151.9,,,,,,,,Reduced,,,Yes,0.39,0.19,,,,,,,,,,,0.39,0.19,0.39
176,Albuquerque et al,2014,2,,,Adult,Novice,Stable-constant,120,1,No,,50,Yes,No,No,No,No,,ABS time,REL time,No,TRUE,,,1,Acquisition,10,10,,,,,,,4.8,,,,,,Reduced,,,,,,0.94,0.21,,,,,,,,,0.94,0.21,0.94
178,Albuquerque et al,2014,2,,,Adult,Novice,Stable-constant,120,1,No,,50,Yes,No,No,No,No,,ABS time,REL time,No,TRUE,,,1,DelayRet,10,10,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
180,Albuquerque et al,2014,2,,,Adult,Novice,Stable-constant,120,1,No,,50,Yes,No,No,No,No,,ABS time,REL time,No,TRUE,,,1,Transfer,10,10,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
